Группа_Компаний,Юр_Лицо,ИНН,Год,Бассейн,Объект_Лова,Тип_Квоты,Доля_%,Объем_Тонн,Дата_Начала_Договора,Дата_Окончания_Договора,Причина_Изменения
,АО «УЗОН»,4101190059,2026,Дальневосточный,Кукумария,Промышленная,,6.189,nan,nan,
,"АО ""УЗОН""",4101190059,2023,Дальневосточный,Кукумария (639),Промышленная,6.189,89.32,26.10.2023,25.10.2038,
,"АО ""УЗОН""",4101190059,2024,Дальневосточный,Кукумария (639),Промышленная,6.189,24.372,26.10.2023,25.10.2038,Регулятор/Инвестквоты
,"АО ""УЗОН""",4101190059,2025,Дальневосточный,Кукумария (639),Промышленная,6.189,26.47,26.10.2023,25.10.2038,
,"АО ""УЗОН""",4101190059,2026,Дальневосточный,Кукумария (639),Промышленная,6.189,24.313,26.10.2023,25.10.2038,Биология/ОДУ
,"АО ""Узон""",4101190059,2023,Дальневосточный,Минтай,Промышленная,2.414,697.679,27.08.2018,26.08.2033,
,"АО ""УЗОН""",4101190059,2023,Дальневосточный,Минтай,Промышленная,2.414,697.679,27.08.2018,26.08.2033,
,"АО ""УЗОН""",4101190059,2024,Дальневосточный,Минтай,Промышленная,2.414,636.107,27.08.2018,26.08.2033,Биология/ОДУ
,"АО ""УЗОН""",4101190059,2025,Дальневосточный,Минтай,Промышленная,2.414,475.415,27.08.2018,26.08.2033,Регулятор/Инвестквоты
,"АО ""УЗОН""",4101190059,2026,Дальневосточный,Минтай,Промышленная,2.414,442.37,27.08.2018,26.08.2033,Биология/ОДУ
,ИП Кондратенко Сергей Георгиевич,410200096586,2023,Дальневосточный,Камбалы дальневосточные,Промышленная,0.064,7.973,30.08.2018,29.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2023,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.064,7.973,30.08.2018,29.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2024,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.064,4.737,30.08.2018,29.08.2033,Регулятор/Инвестквоты
,ИП Кондратенко Сергей Георгиевич,410200096586,2025,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.064,6.502,30.08.2018,29.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2026,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.064,5.112,30.08.2018,29.08.2033,Регулятор/Инвестквоты
,ИП Кондратенко Сергей Георгиевич,410200096586,2023,Дальневосточный,Минтай,Промышленная,0.037,27.213,27.08.2018,26.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2023,Дальневосточный,Минтай,Промышленная,0.037,27.213,27.08.2018,26.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2024,Дальневосточный,Минтай,Промышленная,0.037,28.806,27.08.2018,26.08.2033,Биология/ОДУ
,ИП Кондратенко Сергей Георгиевич,410200096586,2025,Дальневосточный,Минтай,Промышленная,0.037,31.175,27.08.2018,26.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2026,Дальневосточный,Минтай,Промышленная,0.037,38.258,27.08.2018,26.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2023,Дальневосточный,Треска,Промышленная,0.028,4.198,31.08.2018,30.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2023,Дальневосточный,Треска,Промышленная,0.028,4.198,31.08.2018,30.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2024,Дальневосточный,Треска,Промышленная,0.028,3.768,31.08.2018,30.08.2033,Биология/ОДУ
,ИП Кондратенко Сергей Георгиевич,410200096586,2025,Дальневосточный,Треска,Промышленная,0.028,4.878,31.08.2018,30.08.2033,
,ИП Кондратенко Сергей Георгиевич,410200096586,2026,Дальневосточный,Треска,Промышленная,0.028,4.389,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Камбалы дальневосточные,Промышленная,0.001,0.104,27.03.2020,26.03.2035,
,ООО «РПЗ «СОКРА»,4102006640,2026,Дальневосточный,Камбалы дальневосточные,Промышленная,,1.096,nan,nan,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Камбалы дальневосточные (451),Промышленная,25.562,1555.13,14.10.2020,13.10.2035,
,"ООО ""РПЗ ""СОКРА""",4102006640,2024,Дальневосточный,Камбалы дальневосточные (451),Промышленная,25.562,1490.367,14.10.2020,13.10.2035,
,"ООО ""РПЗ ""СОКРА""",4102006640,2025,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.001,0.085,27.03.2020,26.03.2035,Регулятор/Инвестквоты
,"ООО ""РПЗ ""СОКРА""",4102006640,2026,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.001,0.066,27.03.2020,26.03.2035,Регулятор/Инвестквоты
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,1.096,180.508,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2024,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,1.096,123.424,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""РПЗ ""СОКРА""",4102006640,2025,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,1.096,105.138,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""РПЗ ""СОКРА""",4102006640,2026,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,1.096,91.193,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Камбалы дальневосточные 1,Промышленная,1.096,180.508,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Камбалы дальневосточные 2,Промышленная,0.011,2.224,07.09.2018,06.09.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Минтай,Промышленная,0.004,18.956,27.08.2018,26.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Минтай,Промышленная,0.211,617.831,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Минтай,Промышленная,0.282,631.339,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Минтай,Промышленная,0.507,372.892,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Минтай,Промышленная,0.004,0.049,27.08.2018,26.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Минтай,Промышленная,0.507,372.892,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2023,Дальневосточный,Минтай,Промышленная,0.004,0.049,27.08.2018,26.08.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2024,Дальневосточный,Минтай,Промышленная,0.004,19.478,27.08.2018,26.08.2033,Биология/ОДУ
,"ООО ""РПЗ ""СОКРА""",4102006640,2024,Дальневосточный,Минтай,Промышленная,0.507,328.942,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""РПЗ ""СОКРА""",4102006640,2025,Дальневосточный,Минтай,Промышленная,0.211,597.532,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2025,Дальневосточный,Минтай,Промышленная,0.507,355.988,29.08.2018,28.08.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2026,Дальневосточный,Минтай,Промышленная,0.211,600.595,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""РПЗ ""СОКРА""",4102006640,2026,Дальневосточный,Минтай,Промышленная,0.507,436.857,29.08.2018,28.08.2033,Биология/ОДУ
,ООО «РПЗ «СОКРА»,4102006640,2026,Дальневосточный,Минтай,Промышленная,,0.211,nan,nan,Биология/ОДУ
,ООО «РПЗ «СОКРА»,4102006640,2026,Дальневосточный,Навага,Промышленная,,0.142,nan,nan,
,"ООО ""РПЗ ""СОКРА""",4102006640,2024,Дальневосточный,Навага (403) 1,Промышленная,0.142,16.172,28.08.2018,27.08.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2025,Дальневосточный,Навага (403) 1,Промышленная,0.142,16.742,28.08.2018,27.08.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2026,Дальневосточный,Навага (403) 1,Промышленная,0.142,17.177,28.08.2018,27.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Навага 8,Промышленная,0.142,22.705,28.08.2018,27.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Навага 9,Промышленная,0.592,87.817,28.08.2018,27.08.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Палтус белокорый,Промышленная,0.516,0.791,04.09.2018,03.09.2033,
,ООО «РПЗ «СОКРА»,4102006640,2026,Дальневосточный,Палтус белокорый,Промышленная,,0.516,nan,nan,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Палтус белокорый (112),Промышленная,0.516,0.791,04.09.2018,03.09.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2024,Дальневосточный,Палтус белокорый (112),Промышленная,0.516,0.504,04.09.2018,03.09.2033,Биология/ОДУ
,"ООО ""РПЗ ""СОКРА""",4102006640,2025,Дальневосточный,Палтус белокорый (112),Промышленная,0.516,0.37,04.09.2018,03.09.2033,Регулятор/Инвестквоты
,"ООО ""РПЗ ""СОКРА""",4102006640,2026,Дальневосточный,Палтус белокорый (112),Промышленная,0.516,0.41,04.09.2018,03.09.2033,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Палтус черный,Промышленная,0.516,2.13,04.09.2018,03.09.2033,
,ООО «РПЗ «СОКРА»,4102006640,2026,Дальневосточный,Палтус черный,Промышленная,,0.516,nan,nan,
,"ООО ""РПЗ ""Сокра""",4102006640,2023,Дальневосточный,Палтус черный (113),Промышленная,0.516,2.13,04.09.2018,03.09.2033,
,"ООО ""РПЗ ""СОКРА""",4102006640,2024,Дальневосточный,Палтус черный (113),Промышленная,0.516,0.448,04.09.2018,03.09.2033,Регулятор/Инвестквоты
,"ООО ""РПЗ ""СОКРА""",4102006640,2025,Дальневосточный,Палтус черный (113),Промышленная,0.516,0.407,04.09.2018,03.09.2033,Биология/ОДУ
