Группа_Компаний,Юр_Лицо,ИНН,Год,Бассейн,Объект_Лова,Тип_Квоты,Доля_%,Объем_Тонн,Дата_Начала_Договора,Дата_Окончания_Договора,Причина_Изменения
,"ООО ""Город 415""",4101158009,2023,Дальневосточный,Треска,Промышленная,2.015,99.955,31.08.2018,30.08.2033,
,"ООО ""ГОРОД 415""",4101158009,2024,Дальневосточный,Треска,Промышленная,1.864,230.684,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ГОРОД 415""",4101158009,2025,Дальневосточный,Треска,Промышленная,1.864,151.842,31.08.2018,30.08.2033,Биология/ОДУ
,ООО «ОКТЯБРЬСКИЙ-1»,4101161435,2026,Дальневосточный,Камбалы дальневосточные,Промышленная,,1.0,nan,nan,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2024,Дальневосточный,Камбалы дальневосточные (451) 1,Инвестиционная,6.075,170.708,28.12.2018,27.12.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,11.264,2226.175,30.08.2018,29.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2025,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,11.264,1296.649,30.08.2018,29.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2026,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,11.264,83.206,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Камбалы дальневосточные 1,Промышленная,11.264,2226.175,30.08.2018,29.08.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Камбалы дальневосточные 2,Промышленная,20.228,4907.865,30.08.2018,29.08.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Макрурусы,Инвестиционная,6.075,29.159,28.12.2018,27.12.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2024,Дальневосточный,Макрурусы (210),Инвестиционная,6.075,0.966,28.12.2018,27.12.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Минтай,Промышленная,0.702,2466.637,29.08.2018,28.08.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Минтай,Промышленная,3.666,9848.885,29.08.2018,28.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2023,Дальневосточный,Минтай,Промышленная,0.702,2466.637,29.08.2018,28.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2024,Дальневосточный,Минтай,Промышленная,0.702,2287.802,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2025,Дальневосточный,Минтай,Промышленная,0.702,2385.596,29.08.2018,28.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2026,Дальневосточный,Минтай,Промышленная,0.702,313.107,29.08.2018,28.08.2033,Биология/ОДУ
,ООО «ОКТЯБРЬСКИЙ-1»,4101161435,2026,Дальневосточный,Минтай,Промышленная,,0.11,nan,nan,Биология/ОДУ
,ООО «ОКТЯБРЬСКИЙ-1»,4101161435,2026,Дальневосточный,Навага,Промышленная,,2.0,nan,nan,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2024,Дальневосточный,Навага (403) 1,Инвестиционная,6.075,170.174,28.12.2018,27.12.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2025,Дальневосточный,Навага (403) 1,Промышленная,11.485,1624.963,30.08.2018,29.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2026,Дальневосточный,Навага (403) 1,Промышленная,11.485,241.926,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Навага 5,Инвестиционная,6.075,213.327,28.12.2018,27.12.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Навага 8,Промышленная,11.485,2203.627,30.08.2018,29.08.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Навага 9,Промышленная,7.953,1415.692,30.08.2018,29.08.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Палтус белокорый,Инвестиционная,4.86,1.109,28.12.2018,27.12.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2024,Дальневосточный,Палтус белокорый (112),Инвестиционная,4.86,0.759,28.12.2018,27.12.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Палтус черный,Инвестиционная,4.86,4.368,28.12.2018,27.12.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2024,Дальневосточный,Палтус черный (113),Инвестиционная,4.86,0.966,28.12.2018,27.12.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Треска,Инвестиционная,6.075,57.907,28.12.2018,27.12.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2024,Дальневосточный,Треска,Инвестиционная,6.075,57.907,28.12.2018,27.12.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Треска,Промышленная,4.317,228.088,31.08.2018,30.08.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Треска,Промышленная,18.711,2792.584,31.08.2018,30.08.2033,
,"ООО ""Октябрьский-1""",4101161435,2023,Дальневосточный,Треска,Промышленная,4.317,228.088,31.08.2018,30.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2025,Дальневосточный,Треска,Промышленная,4.317,112.875,31.08.2018,30.08.2033,
,"ООО ""ОКТЯБРЬСКИЙ-1""",4101161435,2026,Дальневосточный,Треска,Промышленная,4.317,125.281,31.08.2018,30.08.2033,
,ООО «ОКТЯБРЬСКИЙ-1»,4101161435,2026,Дальневосточный,Треска,Промышленная,,3.0,nan,nan,Биология/ОДУ
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Камбалы дальневосточные,Промышленная,1.865,232.351,29.08.2018,28.08.2033,
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Камбалы дальневосточные (451),Промышленная,1.865,232.351,29.08.2018,28.08.2033,
,"АО ""РЫБСПЕЦПРОМ""",4101166472,2024,Дальневосточный,Камбалы дальневосточные (451),Промышленная,1.865,173.249,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Минтай,Промышленная,2.688,1976.988,29.08.2018,28.08.2033,
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Минтай,Промышленная,2.688,1976.988,29.08.2018,28.08.2033,
,"АО ""РЫБСПЕЦПРОМ""",4101166472,2024,Дальневосточный,Минтай,Промышленная,2.688,2546.944,29.08.2018,28.08.2033,Биология/ОДУ
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Терпуги,Промышленная,0.871,58.478,04.09.2018,03.09.2033,
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Терпуги (692),Промышленная,0.871,58.478,04.09.2018,03.09.2033,
,"АО ""РЫБСПЕЦПРОМ""",4101166472,2024,Дальневосточный,Терпуги (692),Промышленная,0.871,50.68,04.09.2018,03.09.2033,Биология/ОДУ
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Треска,Промышленная,0.849,127.293,31.08.2018,30.08.2033,
,"АО ""Рыбспецпром""",4101166472,2023,Дальневосточный,Треска,Промышленная,0.849,127.293,31.08.2018,30.08.2033,
,"АО ""РЫБСПЕЦПРОМ""",4101166472,2024,Дальневосточный,Треска,Промышленная,0.849,132.358,31.08.2018,30.08.2033,Биология/ОДУ
,ООО «РЫБАК КОВРАНА»,4101171095,2026,Дальневосточный,Камбалы дальневосточные,Промышленная,,6.509,nan,nan,
,"ООО ""Рыбак Коврана""",4101171095,2023,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,6.509,1072.012,29.08.2018,28.08.2033,
,"ООО ""РЫБАК КОВРАНА""",4101171095,2024,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,6.509,733.001,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""РЫБАК КОВРАНА""",4101171095,2025,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,6.509,624.4,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""РЫБАК КОВРАНА""",4101171095,2026,Дальневосточный,Камбалы дальневосточные (451) 1,Промышленная,6.509,541.588,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""Рыбак Коврана""",4101171095,2023,Дальневосточный,Камбалы дальневосточные 1,Промышленная,6.509,1072.012,29.08.2018,28.08.2033,
,"ООО ""Рыбак Коврана""",4101171095,2023,Дальневосточный,Камбалы дальневосточные 2,Промышленная,0.033,6.672,29.08.2018,28.08.2033,
,"ООО ""Рыбак Коврана""",4101171095,2023,Дальневосточный,Минтай,Промышленная,0.76,2225.361,29.08.2018,28.08.2033,
,"ООО ""Рыбак Коврана""",4101171095,2023,Дальневосточный,Минтай,Промышленная,0.01,22.388,29.08.2018,28.08.2033,
,"ООО ""РЫБАК КОВРАНА""",4101171095,2023,Дальневосточный,Минтай,Промышленная,0.76,2225.361,29.08.2018,28.08.2033,
,"ООО ""РЫБАК КОВРАНА""",4101171095,2024,Дальневосточный,Минтай,Промышленная,0.76,2064.02,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""РЫБАК КОВРАНА""",4101171095,2025,Дальневосточный,Минтай,Промышленная,0.76,2152.248,29.08.2018,28.08.2033,
,"ООО ""РЫБАК КОВРАНА""",4101171095,2026,Дальневосточный,Минтай,Промышленная,0.76,2163.282,29.08.2018,28.08.2033,
,ООО «РЫБАК КОВРАНА»,4101171095,2026,Дальневосточный,Минтай,Промышленная,,0.76,nan,nan,Биология/ОДУ
,ООО «РЫБАК КОВРАНА»,4101171095,2026,Дальневосточный,Навага,Промышленная,,12.063,nan,nan,
,"ООО ""РЫБАК КОВРАНА""",4101171095,2024,Дальневосточный,Навага (403) 1,Промышленная,12.063,1373.848,30.08.2018,29.08.2033,
,"ООО ""РЫБАК КОВРАНА""",4101171095,2025,Дальневосточный,Навага (403) 1,Промышленная,12.063,1422.284,30.08.2018,29.08.2033,
,"ООО ""РЫБАК КОВРАНА""",4101171095,2026,Дальневосточный,Навага (403) 1,Промышленная,12.063,1459.179,30.08.2018,29.08.2033,
,"ООО ""Рыбак Коврана""",4101171095,2023,Дальневосточный,Навага 8,Промышленная,12.063,1928.773,30.08.2018,29.08.2033,
,"ООО ""МОРСКОЙ БРИЗ""",4101178252,2024,Северный,Креветка,Международная,2.004,357.213,08.07.2022,07.07.2037,
,ООО «МОРСКОЙ БРИЗ»,4101178252,2026,Северный,Креветка,Промышленная,,2.004,nan,nan,
,ИП Дрынов А. С.,410117832093,2026,Дальневосточный,Навага,Промышленная,,1.014,nan,nan,
,ИП Дрынов А. С.,410117832093,2026,Дальневосточный,Навага (403),Промышленная,1.014,71.025,24.02.2025,23.02.2040,
,"ООО ""Муссон ДВ""",4101179538,2023,Дальневосточный,Краб,Промышленная,34.0,16.014,31.08.2018,30.08.2033,
,"ООО ""Муссон ДВ""",4101179538,2023,Дальневосточный,Треска,Промышленная,1.823,80.265,31.08.2018,30.08.2033,
,"ООО ""Муссон ДВ""",4101179538,2023,Дальневосточный,Треска,Промышленная,1.823,80.265,31.08.2018,30.08.2033,
,"ООО ""Муссон ДВ""",4101179538,2024,Дальневосточный,Треска,Промышленная,1.823,73.165,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""МУССОН ДВ""",4101179538,2025,Дальневосточный,Треска,Промышленная,1.823,68.59,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""Муссон ДВ""",4101179538,2026,Дальневосточный,Треска,Промышленная,1.823,82.932,31.08.2018,30.08.2033,
,ООО «Муссон ДВ»,4101179538,2026,Дальневосточный,Треска,Промышленная,,1.823,nan,nan,Биология/ОДУ
,"АО ""УТРФ-Палтус""",4101180580,2023,Дальневосточный,Палтус белокорый,Промышленная,3.765,4.129,04.09.2018,03.09.2033,
,"АО ""УТРФ-Палтус""",4101180580,2023,Дальневосточный,Палтус белокорый (112),Промышленная,3.765,4.129,04.09.2018,03.09.2033,
,"АО ""УТРФ-ПАЛТУС""",4101180580,2024,Дальневосточный,Палтус белокорый (112),Промышленная,3.765,3.005,04.09.2018,03.09.2033,Биология/ОДУ
,"АО ""УТРФ-ПАЛТУС""",4101180580,2025,Дальневосточный,Палтус белокорый (112),Промышленная,3.765,2.184,04.09.2018,03.09.2033,Регулятор/Инвестквоты
,"АО ""УТРФ-Палтус""",4101180580,2023,Дальневосточный,Палтус черный,Промышленная,3.765,16.262,04.09.2018,03.09.2033,
,"АО ""УТРФ-Палтус""",4101180580,2023,Дальневосточный,Палтус черный (113),Промышленная,3.765,16.262,04.09.2018,03.09.2033,
,"АО ""УТРФ-ПАЛТУС""",4101180580,2024,Дальневосточный,Палтус черный (113),Промышленная,3.765,3.825,04.09.2018,03.09.2033,Регулятор/Инвестквоты
,"АО ""УТРФ-ПАЛТУС""",4101180580,2025,Дальневосточный,Палтус черный (113),Промышленная,3.765,3.467,04.09.2018,03.09.2033,Биология/ОДУ
,"ООО ""ЯРУС 2""",4101181939,2023,Дальневосточный,Палтус белокорый,Промышленная,17.707,27.144,04.09.2018,03.09.2033,
,"ООО ""ЯРУС 2""",4101181939,2023,Дальневосточный,Палтус белокорый (112),Промышленная,17.707,27.144,04.09.2018,03.09.2033,
,"ООО ""ЯРУС 2""",4101181939,2024,Дальневосточный,Палтус белокорый (112),Промышленная,17.707,19.872,04.09.2018,03.09.2033,Биология/ОДУ
,"ООО ""ЯРУС 2""",4101181939,2023,Дальневосточный,Палтус черный,Промышленная,17.707,73.076,04.09.2018,03.09.2033,
,"ООО ""ЯРУС 2""",4101181939,2023,Дальневосточный,Палтус черный (113),Промышленная,17.707,73.076,04.09.2018,03.09.2033,
,"ООО ""ЯРУС 2""",4101181939,2024,Дальневосточный,Палтус черный (113),Промышленная,17.707,17.639,04.09.2018,03.09.2033,Регулятор/Инвестквоты
,ООО «АСИРУС»,4101186849,2026,Дальневосточный,Палтус белокорый,Промышленная,,0.242,nan,nan,
,"ООО ""АСИРУС""",4101186849,2025,Дальневосточный,Палтус белокорый (112),Промышленная,0.242,0.191,08.09.2025,07.09.2040,
,"ООО ""АСИРУС""",4101186849,2026,Дальневосточный,Палтус белокорый (112),Промышленная,0.242,0.192,08.09.2025,07.09.2040,
,ООО «АСИРУС»,4101186849,2026,Дальневосточный,Палтус черный,Промышленная,,0.242,nan,nan,
,"ООО ""АСИРУС""",4101186849,2025,Дальневосточный,Палтус черный (113),Промышленная,0.242,0.21,08.09.2025,07.09.2040,
,"ООО ""АСИРУС""",4101186849,2026,Дальневосточный,Палтус черный (113),Промышленная,0.242,0.192,08.09.2025,07.09.2040,Биология/ОДУ
,ООО «АСИРУС»,4101186849,2026,Дальневосточный,"Палтусы (белокорый, черный)",Промышленная,,0.242,nan,nan,
,"ООО ""АСИРУС""",4101186849,2023,Дальневосточный,Треска,Промышленная,1.824,226.857,31.08.2018,30.08.2033,
,"ООО ""АСИРУС""",4101186849,2024,Дальневосточный,Треска,Промышленная,1.824,252.631,31.08.2018,30.08.2033,
,"ООО ""АСИРУС""",4101186849,2025,Дальневосточный,Треска,Промышленная,1.824,276.752,31.08.2018,30.08.2033,
,"ООО ""АСИРУС""",4101186849,2026,Дальневосточный,Треска,Промышленная,0.269,11.233,28.02.2025,27.02.2040,Биология/ОДУ
,ООО «АСИРУС»,4101186849,2026,Дальневосточный,Треска,Промышленная,,0.269,nan,nan,Биология/ОДУ
,"ООО ""АЛЬФА""",4101186856,2023,Дальневосточный,Палтус белокорый,Промышленная,2.009,2.203,05.09.2018,04.09.2033,
,ООО «АЛЬФА»,4101186856,2026,Дальневосточный,Палтус белокорый,Промышленная,,2.009,nan,nan,
,"ООО ""АЛЬФА""",4101186856,2023,Дальневосточный,Палтус белокорый (112),Промышленная,2.009,2.203,05.09.2018,04.09.2033,
,"ООО ""АЛЬФА""",4101186856,2024,Дальневосточный,Палтус белокорый (112),Промышленная,1.527,0.284,04.09.2018,03.09.2033,Биология/ОДУ
,"ООО ""АЛЬФА""",4101186856,2025,Дальневосточный,Палтус белокорый (112),Промышленная,2.009,1.0,05.09.2018,04.09.2033,
,"ООО ""АЛЬФА""",4101186856,2026,Дальневосточный,Палтус белокорый (112),Промышленная,2.009,0.97,05.09.2018,04.09.2033,
,"ООО ""АЛЬФА""",4101186856,2023,Дальневосточный,Палтус черный,Промышленная,2.009,8.677,05.09.2018,04.09.2033,
,ООО «АЛЬФА»,4101186856,2026,Дальневосточный,Палтус черный,Промышленная,,2.009,nan,nan,
,"ООО ""АЛЬФА""",4101186856,2023,Дальневосточный,Палтус черный (113),Промышленная,2.009,8.677,05.09.2018,04.09.2033,
,"ООО ""АЛЬФА""",4101186856,2024,Дальневосточный,Палтус черный (113),Промышленная,1.527,11.144,04.09.2018,03.09.2033,
,"ООО ""АЛЬФА""",4101186856,2025,Дальневосточный,Палтус черный (113),Промышленная,2.009,1.587,05.09.2018,04.09.2033,Биология/ОДУ
,"ООО ""АЛЬФА""",4101186856,2026,Дальневосточный,Палтус черный (113),Промышленная,2.009,1.603,05.09.2018,04.09.2033,
,ООО «АЛЬФА»,4101186856,2026,Дальневосточный,"Палтусы (белокорый, черный)",Промышленная,,2.009,nan,nan,
,"ООО ""ЗЕТА""",4101186863,2023,Дальневосточный,Треска,Промышленная,0.144,114.192,31.08.2018,30.08.2033,
,"ООО ""ЗЕТА""",4101186863,2023,Дальневосточный,Треска,Промышленная,0.144,115.638,31.08.2018,30.08.2033,
,"ООО ""ЗЕТА""",4101186863,2024,Дальневосточный,Треска,Промышленная,0.144,70.212,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ЗЕТА""",4101186863,2025,Дальневосточный,Треска,Промышленная,0.144,59.366,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ЗЕТА""",4101186863,2026,Дальневосточный,Треска,Промышленная,0.144,59.13,31.08.2018,30.08.2033,
,ООО «ЗЕТА»,4101186863,2026,Дальневосточный,Треска,Промышленная,,0.144,nan,nan,Биология/ОДУ
,"ООО ""Алестар""",4101188821,2023,Дальневосточный,Краб,Инвестиционная,33.333,742.243,31.10.2019,30.10.2034,
,"ООО ""Алестар""",4101188821,2023,Дальневосточный,Краб,Инвестиционная,33.333,81.983,31.10.2019,30.10.2034,
,"ООО ""Алестар""",4101188821,2023,Дальневосточный,Краб,Инвестиционная,33.333,467.954,31.10.2019,30.10.2034,
,"ООО ""АЛЕСТАР""",4101188821,2024,Дальневосточный,Краб,Инвестиционная,33.333,657.91,31.10.2019,30.10.2034,Биология/ОДУ
,"ООО ""АЛЕСТАР""",4101188821,2024,Дальневосточный,Краб,Инвестиционная,33.333,81.983,31.10.2019,30.10.2034,Биология/ОДУ
,"ООО ""АЛЕСТАР""",4101188821,2024,Дальневосточный,Краб,Инвестиционная,33.333,467.787,31.10.2019,30.10.2034,Биология/ОДУ
,"ООО ""АЛЕСТАР""",4101188821,2025,Дальневосточный,Краб,Инвестиционная,33.333,655.327,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""АЛЕСТАР""",4101188821,2025,Дальневосточный,Краб,Инвестиционная,33.333,113.482,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""АЛЕСТАР""",4101188821,2025,Дальневосточный,Краб,Инвестиционная,33.333,587.577,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""АЛЕСТАР""",4101188821,2026,Дальневосточный,Краб,Инвестиционная,33.333,613.411,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""АЛЕСТАР""",4101188821,2026,Дальневосточный,Краб,Инвестиционная,33.333,161.098,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""АЛЕСТАР""",4101188821,2026,Дальневосточный,Краб,Инвестиционная,33.333,405.663,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""Треска ДВ""",4101189430,2023,Дальневосточный,Треска,Промышленная,3.518,2789.781,31.08.2018,30.08.2033,
,"ООО ""Треска ДВ""",4101189430,2023,Дальневосточный,Треска,Промышленная,1.776,78.196,31.08.2018,30.08.2033,
,"ООО ""Треска ДВ""",4101189430,2023,Дальневосточный,Треска,Промышленная,0.022,2.736,05.09.2018,04.09.2033,
,"ООО ""Треска ДВ""",4101189430,2023,Дальневосточный,Треска,Промышленная,10.027,1646.098,31.08.2018,30.08.2033,
,"ООО ""Треска ДВ""",4101189430,2023,Дальневосточный,Треска,Промышленная,1.776,78.196,31.08.2018,30.08.2033,
,"ООО ""ТРЕСКА ДВ""",4101189430,2023,Дальневосточный,Треска,Промышленная,3.518,2825.102,31.08.2018,30.08.2033,
,"ООО ""ТРЕСКА ДВ""",4101189430,2024,Дальневосточный,Треска,Промышленная,3.518,1897.817,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ТРЕСКА ДВ""",4101189430,2024,Дальневосточный,Треска,Промышленная,10.027,1398.081,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ТРЕСКА ДВ""",4101189430,2025,Дальневосточный,Треска,Промышленная,3.518,1602.04,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ТРЕСКА ДВ""",4101189430,2025,Дальневосточный,Треска,Промышленная,10.027,914.788,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ТРЕСКА ДВ""",4101189430,2026,Дальневосточный,Треска,Промышленная,3.518,1602.621,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ТРЕСКА ДВ""",4101189430,2026,Дальневосточный,Треска,Промышленная,10.027,890.568,31.08.2018,30.08.2033,Биология/ОДУ
,ООО «ТРЕСКА ДВ»,4101189430,2026,Дальневосточный,Треска,Промышленная,,3.518,nan,nan,Биология/ОДУ
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Кальмар,Промышленная,1.234,1024.245,06.09.2018,05.09.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2023,Дальневосточный,Кальмар,Промышленная,1.234,1024.245,06.09.2018,05.09.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2024,Дальневосточный,Кальмар,Промышленная,1.234,1019.032,06.09.2018,05.09.2033,Биология/ОДУ
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2025,Дальневосточный,Кальмар,Промышленная,1.234,990.49,06.09.2018,05.09.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2026,Дальневосточный,Кальмар,Промышленная,1.234,971.564,06.09.2018,05.09.2033,
Сигма-Марин,ООО «МИНТАЙ ДВ»,4101189462,2026,Дальневосточный,Кальмар,Промышленная,,1.234,nan,nan,Биология/ОДУ
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Камбалы дальневосточные,Промышленная,0.094,1.837,31.08.2018,30.08.2033,
Сигма-Марин,ООО «МИНТАЙ ДВ»,4101189462,2026,Дальневосточный,Камбалы дальневосточные,Промышленная,,0.094,nan,nan,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2023,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.094,1.85,31.08.2018,30.08.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2024,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.094,1.642,31.08.2018,30.08.2033,Регулятор/Инвестквоты
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2025,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.094,1.869,31.08.2018,30.08.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2026,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.094,1.597,31.08.2018,30.08.2033,Регулятор/Инвестквоты
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Минтай,Промышленная,0.202,957.263,29.08.2018,28.08.2033,
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Минтай,Промышленная,0.973,2849.048,29.08.2018,28.08.2033,
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Минтай,Промышленная,0.402,899.994,29.08.2018,28.08.2033,
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Минтай,Промышленная,8.773,5189.629,29.08.2018,28.08.2033,
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Минтай,Промышленная,0.202,2.457,29.08.2018,28.08.2033,
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Минтай,Промышленная,0.077,47.194,06.09.2018,05.09.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2023,Дальневосточный,Минтай,Промышленная,0.202,2.457,29.08.2018,28.08.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2024,Дальневосточный,Минтай,Промышленная,0.202,1095.818,29.08.2018,28.08.2033,Биология/ОДУ
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2024,Дальневосточный,Минтай,Промышленная,8.773,6065.904,29.08.2018,28.08.2033,Биология/ОДУ
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2025,Дальневосточный,Минтай,Промышленная,0.202,1189.766,29.08.2018,28.08.2033,Регулятор/Инвестквоты
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2025,Дальневосточный,Минтай,Промышленная,8.773,6492.383,29.08.2018,28.08.2033,Регулятор/Инвестквоты
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2026,Дальневосточный,Минтай,Промышленная,0.202,898.304,29.08.2018,28.08.2033,Биология/ОДУ
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2026,Дальневосточный,Минтай,Промышленная,8.773,8071.759,29.08.2018,28.08.2033,
Сигма-Марин,ООО «МИНТАЙ ДВ»,4101189462,2026,Дальневосточный,Минтай,Промышленная,,0.202,nan,nan,Биология/ОДУ
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Сельдь,Промышленная,3.548,9486.036,30.08.2018,29.08.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2024,Дальневосточный,Сельдь,Промышленная,3.548,10000.427,30.08.2018,29.08.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2025,Дальневосточный,Сельдь,Промышленная,3.548,9388.38,30.08.2018,29.08.2033,Регулятор/Инвестквоты
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2026,Дальневосточный,Сельдь,Промышленная,3.548,11349.816,30.08.2018,29.08.2033,
Сигма-Марин,ООО «МИНТАЙ ДВ»,4101189462,2026,Дальневосточный,Сельдь,Промышленная,,3.548,nan,nan,Регулятор/Инвестквоты
Сигма-Марин,"ООО ""Минтай ДВ""",4101189462,2023,Дальневосточный,Треска,Промышленная,0.388,307.685,04.09.2018,03.09.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2023,Дальневосточный,Треска,Промышленная,0.388,311.58,04.09.2018,03.09.2033,
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2024,Дальневосточный,Треска,Промышленная,0.388,209.31,04.09.2018,03.09.2033,Биология/ОДУ
Сигма-Марин,"ООО ""МИНТАЙ ДВ""",4101189462,2025,Дальневосточный,Треска,Промышленная,0.388,176.689,04.09.2018,03.09.2033,Биология/ОДУ
