haul_id,start_time,end_time,date_local,duration_hours,points,mean_speed,mean_depth,min_depth,max_depth,distance_nm,lat_start,lon_start,lat_end,lon_end
110,2026-02-04 00:00:09+00:00,2026-02-04 01:19:08+00:00,2026-02-04,1.3163888888888888,5,3.759999990463257,-258.0,-264,-253,5.12049885908901,55.55141666666667,146.95655,55.587466666666664,147.0915
111,2026-02-04 05:28:21+00:00,2026-02-04 12:15:17+00:00,2026-02-04,6.782222222222222,17,3.511764708687277,-309.2352941176471,-516,-234,23.691494225367038,55.80835,147.344865,55.64171666666667,147.1684
112,2026-02-04 13:30:17+00:00,2026-02-04 15:05:37+00:00,2026-02-04,1.5888888888888888,4,2.975000023841858,-437.25,-477,-373,4.600185567373084,55.6969,147.2317,55.75971666666667,147.3079
113,2026-02-04 18:47:20+00:00,2026-02-04 22:26:17+00:00,2026-02-04,3.6491666666666664,12,3.7916666865348816,-464.0833333333333,-492,-426,13.256887873499858,55.764833333333335,147.40286666666665,55.75075,147.48425
114,2026-02-04 23:39:06+00:00,2026-02-05 03:18:37+00:00,2026-02-04,3.6586111111111115,13,4.430769278452947,-448.46153846153845,-503,-370,13.070485782320253,55.7645,147.50431666666665,55.726166666666664,147.2223
115,2026-02-05 04:29:19+00:00,2026-02-05 10:48:47+00:00,2026-02-05,6.324444444444444,14,3.8214285714285716,-463.57142857142856,-504,-425,22.029363423584815,55.756433333333334,147.32841666666667,55.782716666666666,147.5522
116,2026-02-05 12:23:36+00:00,2026-02-05 16:52:29+00:00,2026-02-05,4.481388888888889,14,3.271428550992693,-467.64285714285717,-511,-405,12.926427732894426,55.77345,147.46593333333334,55.771566666666665,147.79933166666666
117,2026-02-05 19:16:26+00:00,2026-02-06 00:49:47+00:00,2026-02-05,5.555833333333334,14,3.4499999965940202,-518.3571428571429,-546,-456,18.846588543725492,55.79715,147.5254,55.7925,147.670015
118,2026-02-06 01:25:55+00:00,2026-02-06 03:13:08+00:00,2026-02-06,1.7869444444444444,7,4.457142863954816,-446.0,-465,-439,6.899265666113168,55.776516666666666,147.71386666666666,55.74975,147.51635
119,2026-02-06 04:40:19+00:00,2026-02-06 08:44:29+00:00,2026-02-06,4.069444444444445,14,3.8071428196770802,-436.92857142857144,-471,-405,13.841191440335894,55.72448333333333,147.36553333333333,55.7518,147.66033333333334
120,2026-02-06 12:23:28+00:00,2026-02-06 15:20:58+00:00,2026-02-06,2.9583333333333335,9,3.7000000211927624,-423.8888888888889,-446,-395,9.651483870492829,55.719316666666664,147.35113333333334,55.71831666666667,147.39881666666668
121,2026-02-06 16:50:26+00:00,2026-02-06 18:19:52+00:00,2026-02-06,1.4905555555555556,5,2.9600000381469727,-425.2,-445,-405,4.047036546768793,55.74086666666667,147.53838333333334,55.73441666666667,147.64136666666667
122,2026-02-06 19:42:37+00:00,2026-02-07 03:04:25+00:00,2026-02-06,7.363333333333333,19,3.5842105338447974,-432.2631578947368,-483,-313,24.4500100173953,55.71463333333333,147.87796666666668,55.72358333333333,147.69961666666666
123,2026-02-07 07:44:18+00:00,2026-02-07 10:26:39+00:00,2026-02-07,2.705833333333333,9,3.6444444391462536,-426.22222222222223,-491,-316,9.863912165578059,55.763983333333336,147.38706666666667,55.708315,147.13373333333334
