country_code,shipyard_id,shipyard_url,name,address,website,phone,email,lat,lon
KR,54582,https://www.trusteddocks.com/shipyards/54582-dong-sung-engineering-&amp;-shiprepair-co,DONG SUNG ENGINEERING &amp; SHIPREPAIR CO.,"8th Floor. 812-1. Hyomoon-Dong Buk-Gu Ulsan 683-360, SOUTH KOREA",,,,36.04480067481701,129.37365856912706
KR,98405,https://www.trusteddocks.com/shipyards/98405-daebul-shipbuilding-co-ltd,Daebul Shipbuilding Co. Ltd.,"#629, DAEBUL-RO, SAMHO-EUP",,,,34.77299355371793,126.40884114490062
KR,117228,https://www.trusteddocks.com/shipyards/117228-enm-korea-co-ltd,ENM Korea Co Ltd,"1105-1106, Daeryung Techno Town 19th, 70 Gasan Digital 2-ro, Geumcheon-gu",,,,37.474748,126.882342
KR,6642,https://www.trusteddocks.com/shipyards/6642-hj-shipbuilding-&amp;-construction-company-ltd--(hanjin-heavy-industries),"HJ Shipbuilding &amp; Construction Company, Ltd (Hanjin Heavy Industries)","233, Taejong-ro, Yeongdo-gu, Busan",,,,35.09758025836071,129.05281300484964
KR,6666,https://www.trusteddocks.com/shipyards/6666-hsg-sungdong-shipbuilding-,HSG SUNGDONG SHIPBUILDING,,,,,,
KR,117117,https://www.trusteddocks.com/shipyards/117117-kangnam-corporation,Kangnam Corporation,"71, Gupyeong-Ro, 16Beon-Gil, Saha-Gu, Busan, South Korea. 49454",,,,35.072497,128.99193
KR,249724,https://www.trusteddocks.com/shipyards/249724-mirae-shipyard-co-ltd,Mirae Shipyard Co Ltd,"52919) 856, Joseonteukgu - ro , Donghae-myeon, Goseong-gun, Gyeongsangnam-do",,,,34.997799,128.426607
KR,7429,https://www.trusteddocks.com/shipyards/7429-orient-shipyard-&amp;-marine-services-inc--,ORIENT SHIPYARD &amp; MARINE SERVICES INC,"49455 91 Gamcheonhangno 405beon-gil, Saha-gu, Busan",,,,35.053363,128.995318
KR,6657,https://www.trusteddocks.com/shipyards/6657-orient-shipyard-coltd-busan-yard,"ORIENT SHIPYARD CO.,LTD. BUSAN YARD","495-31 Gupyeong-dong, Saha-gu",,,,35.0509550971217,129.00037324492112
KR,92124,https://www.trusteddocks.com/shipyards/92124-samkang-s&amp;c-co-ltd,"Samkang S&amp;C Co., Ltd.","740 Joseonteukgu-ro (157 Jangjwa-ri), Donghae-myeon, Goseong-gun",,,,34.992984,128.465891
KR,54983,https://www.trusteddocks.com/shipyards/54983-yeosu-ocean-shipyard,YEOSU OCEAN SHIPYARD,"54, Shinchu-gil, Dolsan-eup, Jeollanam-do",,,,34.731755387635744,127.75527834892274
RU,6437,https://www.trusteddocks.com/shipyards/6437-admiralty-shipyards-(sembcorp-marine),ADMIRALTY SHIPYARDS (SEMBCORP MARINE),203 Naberezhnaya Reki Fontanki,,,,59.91654798991675,30.27438685297966
RU,6495,https://www.trusteddocks.com/shipyards/6495-nakhodka-shiprepair-yard,NAKHODKA SHIPREPAIR YARD,,,,,,
RU,6499,https://www.trusteddocks.com/shipyards/6499-nevsky-shipyard-llc,"NEVSKY SHIPYARD, LLC","Fabrichny Ostrov, 2, 187320 Shlisselburg, RUSSIA",,,,59.93854724826714,31.02218672633171
RU,6501,https://www.trusteddocks.com/shipyards/6501-novorossiysk-shiprepair-yard,NOVOROSSIYSK SHIPREPAIR YARD,Sukhumskoe Shosse,,,,44.7277,37.8094
RU,101632,https://www.trusteddocks.com/shipyards/101632-ojsc-baltic-shipyard,OJSC Baltic Shipyard,6 Kosaya liniya,,,,59.922769,30.259155
RU,6876,https://www.trusteddocks.com/shipyards/6876-sevastopol-shipyard,SEVASTOPOL SHIPYARD,13 Geroev Sevastopolya Str,,,,44.6086,33.5328
RU,101133,https://www.trusteddocks.com/shipyards/101133-sevmorput-35,SEVMORPUT 35,,,,,,
RU,6460,https://www.trusteddocks.com/shipyards/6460-zvezda-shipbuilding-(ssk),Zvezda Shipbuilding (SSK),"Ulitsa Lebedeva 1, Bolshoy Kamen",,,,43.119882,132.344936
