vessel,start,end,dur_hours,counterparty,encounteredVesselFlag,kind,latitude,longitude
SEAWIND1(RUS),2017-02-22 07:10,2017-02-23 18:40,35.5,FRIO SEVASTOPOLIS,RUS,transshipment,57.5949,156.854
SEAWIND1(RUS),2017-02-21 06:50,2017-02-21 21:40,14.8,FRIO SEVASTOPOLIS,RUS,transshipment,57.5985,156.8492
SEAWIND1(RUS),2017-02-08 21:40,2017-02-08 23:50,2.2,FRIO SEVASTOPOLIS,RUS,transshipment,54.5202,154.3095
SEAWIND1(RUS),2016-12-31 07:00,2016-12-31 21:00,14.0,ARKADIJA,RUS,transshipment,50.8329,155.7398
SEAWIND1(RUS),2016-12-16 14:50,2016-12-16 22:40,7.8,PROSTOR,RUS,transshipment,52.0316,155.5365
SEAWIND1(RUS),2016-05-07 21:10,2016-05-07 23:50,2.7,PIOTR.ZHITNIKOV,RUS,supply_other,58.7146,157.3394
SEAWIND1(RUS),2016-05-04 09:00,2016-05-04 11:30,2.5,A.KSENOFONTOV,RUS,supply_other,59.1214,156.0797
SEAWIND1(RUS),2016-04-11 13:20,2016-04-11 23:50,10.5,FRIO SEVASTOPOLIS,RUS,transshipment,56.7201,145.1189
SEAWIND1(RUS),2016-04-11 13:20,2016-04-11 23:50,10.5,PROSTOR,RUS,transshipment,56.7175,145.1023
SEAWIND1(RUS),2016-04-10 20:50,2016-04-10 23:30,2.7,NOVOELNYA,RUS,supply_other,56.7003,144.9607
SEAWIND1(RUS),2016-03-17 10:00,2016-03-17 20:30,10.5,PROLIV LONGA,RUS,transshipment,55.0561,151.0077
SEAWIND1(RUS),2016-03-06 20:50,2016-03-07 23:40,26.8,ARKADIJA,RUS,transshipment,54.2048,150.4562
SEAWIND1(RUS),2016-02-26 01:20,2016-02-27 10:10,32.8,FRIO SEVASTOPOLIS,RUS,transshipment,55.2292,153.6815
SEAWIND1(RUS),2016-02-08 11:00,2016-02-08 22:10,11.2,ARCTIC,RUS,transshipment,57.2604,153.9197
SEAWIND1(RUS),2016-02-08 11:00,2016-02-08 19:00,8.0,PIOTR.ZHITNIKOV,RUS,transshipment,57.2709,153.9288
SEAWIND1(RUS),2016-02-07 21:40,2016-02-07 23:50,2.2,PIOTR.ZHITNIKOV,RUS,supply_other,57.4245,154.3185
SEAWIND1(RUS),2015-12-21 00:40,2015-12-21 17:50,17.2,SAN DIEGO,RUS,transshipment,59.2903,148.1816
SEAWIND1(RUS),2015-12-20 10:50,2015-12-20 19:50,9.0,SAN DIEGO,RUS,transshipment,59.2872,148.2284
SEAWIND1(RUS),2015-11-20 08:10,2015-11-20 14:00,5.8,FRIO SEVASTOPOLIS,RUS,transshipment,62.258,177.1543
SEAWIND1(RUS),2015-11-16 08:10,2015-11-16 11:30,3.3,GLIER,RUS,supply_other,60.7657,172.7957
SEAWIND1(RUS),2015-11-01 08:40,2015-11-02 22:20,37.7,GENNADY VODOLAZSKIY,RUS,transshipment,62.9327,179.3853
SEAWIND1(RUS),2015-03-23 09:50,2015-03-23 21:50,12.0,ARKADIJA,RUS,transshipment,58.3239,155.9307
TSARITSA(RUS),2025-11-11 00:00,2025-11-11 03:20,3.3,ILYA KONOVALOV,RUS,supply_other,50.4626,155.6675
TSARITSA(RUS),2025-11-09 07:00,2025-11-09 23:50,16.8,ILYA KONOVALOV,RUS,transshipment,50.1037,155.5645
TSARITSA(RUS),2025-10-03 00:20,2025-10-04 05:00,28.7,ILYA KONOVALOV,RUS,transshipment,50.444,156.0834
TSARITSA(RUS),2025-09-09 19:50,2025-09-10 10:50,15.0,FRIO MURMANSK,RUS,transshipment,61.0447,179.9582
TSARITSA(RUS),2025-08-20 13:40,2025-08-21 07:00,17.3,FRIO NAVARIN,RUS,transshipment,63.3473,179.1756
TSARITSA(RUS),2025-08-15 13:50,2025-08-19 21:20,103.5,FRIO NAVARIN,RUS,transshipment,63.3638,179.1271
TSARITSA(RUS),2025-08-13 05:10,2025-08-15 07:10,50.0,FRIO NAVARIN,RUS,transshipment,63.3435,179.1634
TSARITSA(RUS),2025-08-10 10:00,2025-08-12 13:50,51.8,FRIO NAVARIN,RUS,transshipment,63.3329,179.2416
TSARITSA(RUS),2025-08-03 03:10,2025-08-03 13:00,9.8,TIGR 2,RUS,transshipment,63.368,179.167
TSARITSA(RUS),2025-03-20 00:50,2025-03-20 16:40,15.8,FRIO MURMANSK,RUS,transshipment,54.1165,155.7767
TSARITSA(RUS),2025-03-15 09:10,2025-03-19 23:50,110.7,TIGR 2,RUS,transshipment,54.1257,155.7123
TSARITSA(RUS),2025-03-18 00:00,2025-03-18 10:10,10.2,TALER,RUS,transshipment,54.127,155.7302
TSARITSA(RUS),2025-03-16 03:20,2025-03-16 18:20,15.0,SHANTAR,RUS,transshipment,54.1247,155.6962
TSARITSA(RUS),2025-03-14 20:10,2025-03-16 03:00,30.8,NUGGET,RUS,transshipment,54.0992,155.5065
TSARITSA(RUS),2025-03-11 01:20,2025-03-15 04:00,98.7,TIGR 2,RUS,transshipment,54.0623,155.2369
TSARITSA(RUS),2025-03-14 04:40,2025-03-14 15:20,10.7,GURD,RUS,transshipment,54.0815,154.9957
TSARITSA(RUS),2025-03-11 04:10,2025-03-14 03:00,70.8,ILYA KONOVALOV,RUS,transshipment,54.0603,155.3358
TSARITSA(RUS),2024-09-12 03:20,2024-09-12 06:00,2.7,FRIO MURMANSK,RUS,transshipment,46.7136,152.4115
TSARITSA(RUS),2023-02-01 06:50,2023-02-03 03:20,44.5,FRIO NAVARIN,RUS,transshipment,55.9444,147.3344
TSARITSA(RUS),2023-01-08 03:50,2023-01-12 09:40,101.8,BALYUZEK,RUS,transshipment,55.9899,147.6087
TSARITSA(RUS),2022-04-17 20:00,2022-04-19 15:00,43.0,ILYA KONOVALOV,RUS,transshipment,50.5734,155.6594
TSARITSA(RUS),2022-01-23 11:10,2022-01-24 11:20,24.2,BALYUZEK,RUS,transshipment,59.4503,165.8645
TSARITSA(RUS),2022-01-22 00:00,2022-01-23 08:00,32.0,KAPITAN SHCHERBAKOV,RUS,transshipment,59.9521,165.6958
TSARITSA(RUS),2022-01-21 00:00,2022-01-21 14:20,14.3,KAPITAN SHCHERBAKOV,RUS,transshipment,60.1918,166.0906
TSARITSA(RUS),2022-01-17 21:10,2022-01-20 13:20,64.2,KAPITAN SHCHERBAKOV,RUS,transshipment,60.0068,165.8525
TSARITSA(RUS),2022-01-17 00:00,2022-01-17 12:10,12.2,KAPITAN SHCHERBAKOV,RUS,transshipment,60.1446,166.0735
TSARITSA(RUS),2021-11-02 01:20,2021-11-02 03:30,2.2,LEADER,RUS,supply_other,44.4615,147.8297
TSARITSA(RUS),2021-02-28 12:00,2021-03-04 18:10,102.2,TIGR 2,RUS,transshipment,56.7644,148.0327
TSARITSA(RUS),2021-02-11 07:10,2021-02-16 07:20,120.2,FROST OLYMPOS,RUS,transshipment,58.5211,150.2964
TSARITSA(RUS),2021-02-12 00:00,2021-02-12 04:00,4.0,LEADER,RUS,supply_other,58.5248,150.6661
TSARITSA(RUS),2021-02-02 03:30,2021-02-02 23:20,19.8,KAPITAN MASLOVETS,RUS,transshipment,57.8259,155.6772
TSARITSA(RUS),2021-02-02 03:30,2021-02-02 23:20,19.8,BALYUZEK,RUS,transshipment,57.8258,155.6774
TSARITSA(RUS),2021-01-06 09:30,2021-01-07 16:10,30.7,BALYUZEK,RUS,transshipment,55.3704,155.0667
TSARITSA(RUS),2021-01-05 06:20,2021-01-05 13:50,7.5,BALYUZEK,RUS,transshipment,54.0791,155.3893
TSARITSA(RUS),2020-11-19 10:30,2020-11-19 16:20,5.8,GLIER,RUS,supply_other,43.794,146.0259
TSARITSA(RUS),2020-04-15 20:50,2020-04-15 23:50,3.0,TIGR 2,RUS,supply_other,50.6604,155.1722
TSARITSA(RUS),2020-01-30 11:00,2020-01-30 16:00,5.0,SOUROVSK,RUS,supply_other,56.0218,148.2141
TSARITSA(RUS),2020-01-30 05:00,2020-01-30 10:40,5.7,REYNEKE,RUS,supply_other,56.0487,148.1276
TSARITSA(RUS),2019-07-30 00:00,2019-07-30 17:30,17.5,TIGR 2,RUS,transshipment,45.3653,149.8064
TSARITSA(RUS),2019-06-30 04:50,2019-06-30 07:20,2.5,BALYUZEK,RUS,supply_other,63.5482,179.5251
TSARITSA(RUS),2019-03-10 00:40,2019-03-10 03:30,2.8,BALYUZEK,RUS,supply_other,55.807,152.1326
TSARITSA(RUS),2019-02-16 17:30,2019-02-19 05:40,60.2,ARKADIJA,RUS,transshipment,55.7506,148.8734
